year,month,day,latitude,longitude
2014,04,16,28.8801,47.7374
2014,04,16,27.5599,52.5664
2014,04,16,27.5579,52.5742
2014,04,16,27.5134,52.601
2014,04,16,27.5012,52.6507
2014,04,16,10.0772,-64.8958
2014,04,16,10.0655,-64.8946
2014,04,16,9.74109,-63.472
2014,04,16,9.73388,-63.4817
2014,04,16,9.73238,-63.4734
2014,04,16,9.64983,-63.5657
2014,04,16,9.65304,-63.6333
2014,04,16,9.65157,-63.6251
2014,04,16,9.6501,-63.6169
2014,04,16,9.64118,-63.567
2014,04,16,9.63968,-63.5587
2014,04,16,9.62634,-63.6963
2014,04,16,9.62492,-63.6881
2014,04,16,10.0307,-68.6669
2014,04,16,9.23053,-64.3053
2014,04,16,9.22919,-64.2977
2014,04,16,8.59401,-63.3548
2014,04,16,8.50863,-68.1388
2014,04,16,8.50181,-68.1399
2014,04,16,53.8357,87.0869
2014,04,16,56.225,95.4349
2014,04,16,56.2687,95.5159
2014,04,16,56.2759,95.5107
2014,04,16,56.2831,95.5055
2014,04,16,56.2674,95.377
2014,04,16,56.2637,95.3609
2014,04,16,56.26,95.3449
2014,04,16,56.4645,95.9869
2014,04,16,58.4474,107.608
2014,04,16,56.1544,93.4328
2014,04,16,54.3754,87.0543
2014,04,16,55.5007,90.374
2014,04,16,56.2468,93.0081
2014,04,16,56.9075,95.509
2014,04,16,55.2937,89.2914
2014,04,16,54.4565,86.6407
2014,04,16,54.4529,86.6299
2014,04,16,54.4695,86.5247
2014,04,16,54.4659,86.5139
2014,04,16,56.3828,93.0838
2014,04,16,56.4893,93.4401
2014,04,16,56.4048,93.0741
2014,04,16,55.6606,90.1383
2014,04,16,54.5379,86.4817
2014,04,16,54.5342,86.4708
2014,04,16,54.5306,86.46
2014,04,16,54.4709,86.2044
2014,04,16,54.4671,86.1932
2014,04,16,56.5885,93.4817
2014,04,16,57.8525,99.2336
2014,04,16,54.799,86.9009
2014,04,16,54.7955,86.8901
2014,04,16,55.9366,90.6178
2014,04,16,53.9785,84.4782
2014,04,16,53.9737,84.4651
2014,04,16,55.9449,90.6105
2014,04,16,55.5907,89.2607
2014,04,16,55.5843,89.2013
2014,04,16,55.6002,89.2639
2014,04,16,55.585,89.2128
2014,04,16,55.6672,89.4149
2014,04,16,53.8864,84.0464
2014,04,16,53.8814,84.0328
2014,04,16,57.03,94.5368
2014,04,16,53.882,83.9551
2014,04,16,55.7155,89.3923
2014,04,16,55.724,89.3841
2014,04,16,56.233,91.0816
2014,04,16,55.8271,89.3636
2014,04,16,54.6941,85.6599
2014,04,16,54.6902,85.6483
2014,04,16,54.6974,85.662
2014,04,16,54.6934,85.6504
2014,04,16,56.2911,90.075
2014,04,16,56.312,90.0752
2014,04,16,56.7085,90.4044
2014,04,16,56.0463,87.6525
2014,04,16,54.578,83.0976
2014,04,16,54.5727,83.0836
2014,04,16,54.4929,82.6178
2014,04,16,55.0704,84.0208
2014,04,16,54.837,82.3695
2014,04,16,55.3746,83.7488
2014,04,16,55.3701,83.7363
2014,04,16,55.6543,84.4183
2014,04,16,55.879,84.3482
2014,04,16,55.8847,84.326
2014,04,16,55.6904,83.4302
2014,04,16,55.6858,83.4176
2014,04,16,55.812,83.7295
2014,04,16,55.8076,83.7173
2014,04,16,55.7195,83.4328
2014,04,16,55.8678,83.7699
2014,04,16,55.8635,83.7577
2014,04,16,55.3976,82.3981
2014,04,16,55.4061,82.3982
2014,04,16,57.0985,87.2729
2014,04,16,55.7554,83.2229
2014,04,16,55.2207,80.7767
2014,04,16,55.2146,80.7612
2014,04,16,56.4595,76.6548
2014,04,16,55.9057,75.1502
2014,04,16,55.9171,75.1337
2014,04,16,55.9075,75.1132
2014,04,16,16.516,-98.2048
2014,04,16,16.5148,-98.2172
2014,04,16,16.5137,-98.2293
2014,04,16,16.5295,-98.2067
2014,04,16,16.5283,-98.2191
2014,04,16,16.7402,-99.5458
2014,04,16,16.8864,-98.7195
2014,04,16,17.0952,-97.3932
2014,04,16,17.0943,-97.4032
2014,04,16,17.1583,-97.8703
2014,04,16,17.6979,-99.2773
2014,04,16,17.697,-99.2872
2014,04,16,17.526,-101.245
2014,04,16,18.0809,-99.3878
2014,04,16,18.08,-99.3981
2014,04,16,18.0189,-101.955
2014,04,16,18.2856,-101.404
2014,04,16,18.285,-101.41
2014,04,16,18.2125,-102.925
2014,04,16,18.2118,-102.932
2014,04,16,18.214,-102.928
2014,04,16,18.2134,-102.934
2014,04,16,18.5031,-102.796
2014,04,16,18.5643,-102.425
2014,04,16,18.5636,-102.432
2014,04,16,18.5744,-102.431
2014,04,16,19.0511,-100.513
2014,04,16,18.8398,-103.106
2014,04,16,18.8419,-103.108
2014,04,16,19.5266,-104.819
2014,04,16,19.7898,-102.439
2014,04,16,19.7767,-102.569
2014,04,16,19.776,-102.576
2014,04,16,19.5358,-104.82
2014,04,16,19.8006,-102.44
2014,04,16,19.8105,-102.45
2014,04,16,19.8099,-102.456
2014,04,16,19.6601,-104.23
2014,04,16,19.5737,-105.053
2014,04,16,19.5726,-105.063
2014,04,16,19.9263,-102.355
2014,04,16,20.2945,-104.268
2014,04,16,20.8715,-103.764
2014,04,16,27.7341,102.128
2014,04,16,63.9411,-145.59
2014,04,16,67.7901,83.5349
2014,04,16,67.7096,83.468
2014,04,16,67.71,83.4911
2014,04,16,58.4484,107.603
2014,04,16,57.8778,105.788
2014,04,16,35.4191,7.00092
2014,04,16,41.1819,1.22969
2014,04,16,43.4375,4.89399
2014,04,16,43.4461,4.90185
2014,04,16,43.1899,-4.43366
2014,04,16,43.193,-4.42733
2014,04,16,43.1912,-4.43388
2014,04,16,45.0228,2.6292
2014,04,16,45.0927,63.9806
2014,04,16,45.1004,63.979
2014,04,16,45.1345,64.0833
2014,04,16,45.1657,64.3171
2014,04,16,45.1644,64.3031
2014,04,16,45.175,64.3296
2014,04,16,45.1722,64.3016
2014,04,16,45.1744,64.2443
2014,04,16,45.1823,64.2428
2014,04,16,45.2096,63.7718
2014,04,16,45.2172,63.7702
2014,04,16,45.2863,64.06
2014,04,16,45.2937,64.0928
2014,04,16,45.2911,64.0652
2014,04,16,45.2897,64.0515
2014,04,16,45.3116,64.0331
2014,04,16,45.3399,63.9996
2014,04,16,45.4854,64.4787
2014,04,16,45.4905,64.4483
2014,04,16,46.065,74.8082
2014,04,16,46.0637,74.7996
2014,04,16,46.0768,74.8152
2014,04,16,45.6149,61.512
2014,04,16,45.6561,61.3787
2014,04,16,46.5142,75.7503
2014,04,16,46.5143,75.7328
2014,04,16,45.7538,61.8941
2014,04,16,45.8037,62.1968
2014,04,16,45.7338,61.6033
2014,04,16,45.7311,61.5806
2014,04,16,45.7409,61.6016
2014,04,16,45.734,61.5448
2014,04,16,45.8118,62.0126
2014,04,16,45.8022,61.9306
2014,04,16,45.8093,61.9289
2014,04,16,45.8068,61.9332
2014,04,16,45.8787,61.8562
2014,04,16,48.4245,61.4305
2014,04,16,46.4391,49.0961
2014,04,16,46.444,49.0968
2014,04,16,46.4415,49.0861
2014,04,16,46.4947,49.084
2014,04,16,48.7026,62.2178
2014,04,16,46.5035,48.7576
2014,04,16,46.5009,48.7466
2014,04,16,48.1625,57.1477
2014,04,16,48.4728,57.6791
2014,04,16,48.5354,57.2256
2014,04,16,49.0382,57.455
2014,04,16,50.9608,71.3345
2014,04,16,51.2626,72.1924
2014,04,16,51.2625,72.1783
2014,04,16,51.2747,72.2062
2014,04,16,51.2746,72.1924
2014,04,16,51.2744,72.1784
2014,04,16,51.916,70.5861
2014,04,16,51.8835,65.2522
2014,04,16,52.2341,67.5964
2014,04,16,52.4319,75.0027
2014,04,16,52.4265,71.3739
2014,04,16,52.439,71.4269
2014,04,16,52.4388,71.4134
2014,04,16,52.4386,71.4002
2014,04,16,52.4384,71.3868
2014,04,16,52.4381,71.3736
2014,04,16,52.4379,71.3603
2014,04,16,52.4382,71.4189
2014,04,16,52.4381,71.4056
2014,04,16,52.4379,71.3923
2014,04,16,52.4377,71.379
2014,04,16,52.4376,71.3657
2014,04,16,52.4374,71.3523
2014,04,16,52.4411,75.0143
2014,04,16,52.4414,74.9955
2014,04,16,52.4502,71.4454
2014,04,16,52.45,71.4321
2014,04,16,52.4499,71.4188
2014,04,16,52.4618,71.4451
2014,04,16,52.4617,71.4317
2014,04,16,52.5405,67.2009
2014,04,16,52.5828,67.2659
2014,04,16,52.3896,62.7773
2014,04,16,52.3976,62.7755
2014,04,16,52.8969,69.6757
2014,04,16,52.9071,69.652
2014,04,16,52.9067,69.6409
2014,04,16,52.7526,65.8527
2014,04,16,52.7516,65.8373
2014,04,16,52.7562,65.8588
2014,04,16,52.7553,65.8434
2014,04,16,52.9918,66.8505
2014,04,16,53.1591,71.0364
2014,04,16,53.1144,68.9548
2014,04,16,53.1593,71.0398
2014,04,16,53.1133,68.9671
2014,04,16,53.1129,68.9562
2014,04,16,53.1235,68.9557
2014,04,16,53.3178,71.7613
2014,04,16,53.4098,70.858
2014,04,16,53.4096,70.845
2014,04,16,53.5083,68.3165
2014,04,16,53.5094,68.317
2014,04,16,53.5382,68.5508
2014,04,16,53.7187,71.5707
2014,04,16,53.7185,71.5566
2014,04,16,53.8657,75.2311
2014,04,16,53.8737,75.2438
2014,04,16,53.8741,75.2237
2014,04,16,53.8746,75.2038
2014,04,16,54.0389,75.4541
2014,04,16,54.0393,75.4336
2014,04,16,54.0529,75.4349
2014,04,16,53.6735,62.6563
2014,04,16,53.332,58.9274
2014,04,16,53.3304,58.9141
2014,04,16,54.1555,71.4877
2014,04,16,53.4517,59.0332
2014,04,16,53.6243,59.2804
2014,04,16,53.9638,62.601
2014,04,16,53.9628,62.5891
2014,04,16,54.3527,68.9155
2014,04,16,54.4662,69.9999
2014,04,16,54.4648,69.9382
2014,04,16,53.8497,59.9506
2014,04,16,53.857,59.9485
2014,04,16,54.3881,66.146
2014,04,16,51.1847,44.6727
2014,04,16,51.2113,44.7009
2014,04,16,54.1056,61.6035
2014,04,16,54.5087,67.449
2014,04,16,54.5079,67.4296
2014,04,16,54.5117,67.4199
2014,04,16,54.5982,67.3322
2014,04,16,49.6036,38.6347
2014,04,16,54.1144,60.3551
2014,04,16,49.6037,38.6407
2014,04,16,49.5997,38.6286
2014,04,16,49.6145,38.6326
2014,04,16,49.6106,38.621
2014,04,16,54.7585,70.8428
2014,04,16,54.6932,67.3328
2014,04,16,54.8307,70.25
2014,04,16,54.8008,76.0721
2014,04,16,54.8015,76.05
2014,04,16,51.7028,44.7509
2014,04,16,54.9565,76.6117
2014,04,16,54.9572,76.5884
2014,04,16,54.3901,59.6773
2014,04,16,54.9589,76.6242
2014,04,16,54.9598,76.6008
2014,04,16,54.3974,59.6751
2014,04,16,55.0104,76.7722
2014,04,16,55.0113,76.7486
2014,04,16,55.1266,70.8085
2014,04,16,51.9082,45.0006
2014,04,16,51.9117,45.0041
2014,04,16,55.1274,70.8141
2014,04,16,55.138,70.7318
2014,04,16,55.1496,70.7451
2014,04,16,52.0167,45.1623
2014,04,16,55.2206,70.9082
2014,04,16,55.2242,70.394
2014,04,16,51.862,44.3592
2014,04,16,51.8625,44.3651
2014,04,16,51.8592,44.3523
2014,04,16,55.2262,70.3979
2014,04,16,55.185,67.8161
2014,04,16,52.1516,45.3571
2014,04,16,55.2675,71.0094
2014,04,16,55.265,70.7738
2014,04,16,55.2792,71.0231
2014,04,16,55.2791,71.0091
2014,04,16,55.2776,70.8699
2014,04,16,52.7933,48.0568
2014,04,16,54.8306,61.5321
2014,04,16,55.3207,71.9007
2014,04,16,55.3206,71.8855
2014,04,16,55.3326,71.9007
2014,04,16,55.3444,71.8552
2014,04,16,55.3443,71.84
2014,04,16,55.1594,65.7315
2014,04,16,55.3405,71.8502
2014,04,16,55.3452,70.698
2014,04,16,55.4218,71.4467
2014,04,16,55.4217,71.432
2014,04,16,55.4335,71.432
2014,04,16,55.43,71.0718
2014,04,16,55.4475,71.7442
2014,04,16,55.4474,71.7292
2014,04,16,55.4434,71.7339
2014,04,16,55.5037,72.0092
2014,04,16,55.5037,71.9937
2014,04,16,55.5157,71.9938
2014,04,16,55.5494,71.5538
2014,04,16,55.2261,63.2444
2014,04,16,55.3566,65.272
2014,04,16,55.5466,71.5602
2014,04,16,55.2257,62.5239
2014,04,16,55.7094,71.67
2014,04,16,55.6286,65.549
2014,04,16,52.2334,43.125
2014,04,16,52.2356,43.1163
2014,04,16,55.7012,65.6523
2014,04,16,55.7275,65.6133
2014,04,16,55.9207,75.1129
2014,04,16,55.9211,75.092
2014,04,16,55.9715,71.3762
2014,04,16,51.5645,40.2161
2014,04,16,53.103,45.4977
2014,04,16,56.4094,72.2012
2014,04,16,56.4788,73.3036
2014,04,16,56.5152,73.4323
2014,04,16,56.4462,76.6762
2014,04,16,56.4717,76.7532
2014,04,16,56.4726,76.7289
2014,04,16,56.5846,72.5594
2014,04,16,56.5846,72.5426
2014,04,16,56.5774,72.551
2014,04,16,56.495,76.6023
2014,04,16,56.5952,73.2654
2014,04,16,53.8375,45.4374
2014,04,16,56.8221,72.2929
2014,04,16,56.8222,72.2763
2014,04,16,53.2937,42.6508
2014,04,16,56.9515,73.5164
2014,04,16,56.9783,73.407
2014,04,16,56.9785,73.3886
2014,04,16,56.989,73.5748
2014,04,16,56.9892,73.5561
2014,04,16,53.4234,42.8024
2014,04,16,56.9801,73.3988
2014,04,16,56.9902,73.5665
2014,04,16,53.8361,43.5798
2014,04,16,53.8441,43.5739
2014,04,16,53.8139,43.2246
2014,04,16,54.7801,46.2078
2014,04,16,54.7767,46.1924
2014,04,16,54.3329,43.4755
2014,04,16,53.1643,39.2071
2014,04,16,53.3643,38.1161
2014,04,16,53.3611,38.106
2014,04,16,53.4943,37.9224
2014,04,16,56.1294,48.0503
2014,04,16,55.2447,43.4105
2014,04,16,57.6209,47.895
2014,04,16,57.6183,47.8816
2014,04,16,57.7717,28.0695
2014,04,16,57.766,28.0551
2014,04,16,60.1415,32.1865
2014,04,16,-34.0005,24.1481
2014,04,16,-33.8473,24.246
2014,04,16,-33.8485,24.2363
2014,04,16,-33.8401,24.2448
2014,04,16,-34.2754,19.4659
2014,04,16,-33.9117,21.1627
2014,04,16,-33.617,18.7468
2014,04,16,-33.353,19.4781
2014,04,16,-33.356,18.3046
2014,04,16,-33.2578,18.797
2014,04,16,-33.2483,18.7961
2014,04,16,-33.2493,18.784
2014,04,16,-33.1878,18.9432
2014,04,16,-33.0692,18.8741
2014,04,16,-33.0863,18.5479
2014,04,16,-33.0873,18.5355
2014,04,16,-33.0882,18.5406
2014,04,16,-33.0785,18.5394
2014,04,16,-32.416,18.8563
2014,04,16,-32.2807,18.543
2014,04,16,26.9953,101.954
2014,04,16,26.6296,102.159
2014,04,16,26.7576,101.333
2014,04,16,26.7477,101.329
2014,04,16,26.7566,101.331
2014,04,16,25.8254,100.761
2014,04,16,25.0131,102.46
2014,04,16,25.0114,102.467
2014,04,16,25.0077,102.483
2014,04,16,25.0057,102.491
2014,04,16,28.1763,83.6865
2014,04,16,25.9034,96.7572
2014,04,16,25.902,96.7642
2014,04,16,26.0413,93.3076
2014,04,16,24.8088,94.6894
2014,04,16,24.3344,94.0578
2014,04,16,24.0107,95.05
2014,04,16,24.0103,95.0533
2014,04,16,24.1554,94.0055
2014,04,16,23.8525,95.0211
2014,04,16,23.6292,94.9672
2014,04,16,23.3262,93.853
2014,04,16,22.6357,95.992
2014,04,16,22.6355,95.993
2014,04,16,23.7776,86.3878
2014,04,16,23.7701,86.3865
2014,04,16,22.6474,75.3129
2014,04,16,20.9569,85.1788
2014,04,16,20.8522,78.9688
2014,04,16,20.8514,78.9775
2014,04,16,20.8529,78.9722
2014,04,16,20.8413,78.9709
2014,04,16,-38.1111,141.296
2014,04,16,-38.113,141.289
2014,04,16,-38.1148,141.282
2014,04,16,-36.3507,145.538
2014,04,16,-35.847,146.711
2014,04,16,-37.1827,140.799
2014,04,16,-37.1863,140.785
2014,04,16,-36.6678,142.648
2014,04,16,-36.8953,141.269
2014,04,16,-36.535,142.09
2014,04,16,-36.7535,141.258
2014,04,16,-36.4576,140.94
2014,04,16,-36.4595,140.933
2014,04,16,-36.4568,140.941
2014,04,16,-36.4587,140.934
2014,04,16,-36.3838,141.054
2014,04,16,-36.3857,141.046
2014,04,16,-36.3806,140.807
2014,04,16,-36.3825,140.799
2014,04,16,-36.3805,140.805
2014,04,16,-36.3823,140.798
2014,04,16,-36.2866,140.648
2014,04,16,-36.0291,140.573
2014,04,16,-36.031,140.565
2014,04,16,-35.4057,140.186
2014,04,16,-35.3957,140.182
2014,04,16,-35.4748,139.448
2014,04,16,-35.1106,138.701
2014,04,16,-35.0073,137.414
2014,04,16,-35.0225,137.103
2014,04,16,-34.9661,137.15
2014,04,16,-34.4359,138.831
2014,04,16,-34.4285,138.832
2014,04,16,-34.5832,137.594
2014,04,16,-34.0199,138.94
2014,04,16,-34.3364,137.543
2014,04,16,-34.0375,138.78
2014,04,16,-34.662,135.749
2014,04,16,-34.2028,137.774
2014,04,16,-34.1663,137.679
2014,04,16,-34.1444,137.732
2014,04,16,-34.1572,137.676
2014,04,16,-34.1598,137.665
2014,04,16,-34.1406,137.734
2014,04,16,-33.8831,138.807
2014,04,16,-34.0735,137.857
2014,04,16,-34.0115,138.084
2014,04,16,-33.816,138.826
2014,04,16,-34.4174,135.975
2014,04,16,-34.4211,135.977
2014,04,16,-34.4528,135.825
2014,04,16,-34.4129,135.975
2014,04,16,-33.8025,138.421
2014,04,16,-34.3441,136.01
2014,04,16,-34.3359,136.008
2014,04,16,-33.7163,138.624
2014,04,16,-34.2679,135.893
2014,04,16,-34.2949,135.723
2014,04,16,-33.7817,137.868
2014,04,16,-33.7797,137.872
2014,04,16,-34.1099,136.287
2014,04,16,-34.1119,136.277
2014,04,16,-33.5928,138.375
2014,04,16,-34.143,135.924
2014,04,16,-34.1491,135.69
2014,04,16,-34.1514,135.692
2014,04,16,-33.5908,138.041
2014,04,16,-33.5815,138.038
2014,04,16,-33.9792,136.258
2014,04,16,-33.9825,135.811
2014,04,16,-33.9743,135.808
2014,04,16,-33.9762,135.799
2014,04,16,-33.2068,138.317
2014,04,16,-33.7313,135.919
2014,04,16,-33.3679,135.748
2014,04,16,-33.3663,135.738
2014,04,16,-33.2791,136.025
2014,04,16,-33.2811,136.016
2014,04,16,-33.1105,136.424
2014,04,16,-33.1127,136.414
2014,04,16,-33.1103,136.428
2014,04,16,-33.1125,136.418
2014,04,16,-33.2522,135.717
2014,04,16,-33.0626,136.267
2014,04,16,-33.0647,136.257
2014,04,16,-33.1769,135.656
2014,04,16,-33.1732,135.656
2014,04,16,-32.959,136.025
2014,04,16,-33.001,135.178
2014,04,16,-33.0028,135.169
2014,04,16,-33.074,134.618
2014,04,16,-32.8982,134.693
2014,04,16,-32.0824,133.848
2014,04,16,-34.1788,117.4
2014,04,16,-33.3087,118.339
2014,04,16,-33.3092,118.332
2014,04,16,-33.3114,118.334
2014,04,16,-33.2753,117.741
2014,04,16,-33.099,117.574
2014,04,16,-33.0996,117.566
2014,04,16,-33.027,117.831
2014,04,16,-33.0219,117.831
2014,04,16,-32.877,119.595
2014,04,16,-32.8671,119.594
2014,04,16,-32.9297,117.474
2014,04,16,-32.7274,119.518
2014,04,16,-32.7284,119.505
2014,04,16,-32.6045,118.048
2014,04,16,-32.2262,117.919
2014,04,16,-32.1231,118.052
2014,04,16,-32.1124,118.051
2014,04,16,-32.1171,116.925
2014,04,16,-32.1177,116.916
2014,04,16,-32.0043,117.778
2014,04,16,-32.0049,117.77
2014,04,16,-31.9794,116.724
2014,04,16,-31.8113,118.717
2014,04,16,-31.8095,118.716
2014,04,16,-31.9437,116.732
2014,04,16,-31.8573,116.816
2014,04,16,-31.8578,116.807
2014,04,16,-31.7456,117.916
2014,04,16,-31.7643,117.66
2014,04,16,-31.7168,116.825
2014,04,16,-31.5799,118.562
2014,04,16,-31.7027,116.687
2014,04,16,-31.7033,116.677
2014,04,16,-31.6911,116.686
2014,04,16,-31.6185,116.736
2014,04,16,-31.5096,116.795
2014,04,16,-31.4049,117.815
2014,04,16,-31.4055,117.808
2014,04,16,-31.4595,116.484
2014,04,16,-31.46,116.475
2014,04,16,-31.0711,117.239
2014,04,16,-31.1222,116.138
2014,04,16,-31.0894,116.282
2014,04,16,-31.09,116.272
2014,04,16,-31.0201,116.825
2014,04,16,-31.0144,116.382
2014,04,16,-31.0027,116.381
2014,04,16,-31.0034,116.372
2014,04,16,-30.5767,116.668
2014,04,16,-30.457,116.186
2014,04,16,-30.4576,116.177
2014,04,16,-30.174,116.266
2014,04,16,-24.7911,126.47
2014,04,16,-24.7809,126.491
2014,04,16,-24.7821,126.484
2014,04,16,-24.7754,126.482
2014,04,16,12.0972,3.66485
2014,04,16,-15.7224,27.2478
2014,04,16,-25.664,27.8395
2014,04,16,-25.7081,27.4014
2014,04,16,-19.9728,134.078
2014,04,16,-20.4945,123.601
2014,04,16,-20.4956,123.594
2014,04,16,-20.4967,123.586
2014,04,16,-20.4909,123.577
2014,04,16,-20.4888,123.577
2014,04,16,-20.4899,123.569
2014,04,16,-20.2553,123.653
2014,04,16,-18.3903,125.639
2014,04,16,-18.8625,121.638
2014,04,16,-17.9715,123.994
2014,04,16,-17.9648,123.993
2014,04,16,-17.9659,123.985
2014,04,16,-17.957,123.999
2014,04,16,-17.9503,123.998
2014,04,16,-17.9514,123.99
2014,04,16,-17.9453,123.997
2014,04,16,-17.9464,123.989
2014,04,16,-17.9386,123.996
2014,04,16,-17.9397,123.988
2014,04,16,-17.8939,124.019
2014,04,16,-17.8872,124.018
2014,04,16,-17.9,123.338
2014,04,16,-17.9011,123.33
2014,04,16,-17.8921,123.344
2014,04,16,-17.8932,123.337
2014,04,16,-17.8943,123.329
2014,04,16,-17.346,126.84
2014,04,16,-17.7855,124.023
2014,04,16,-17.7866,124.016
2014,04,16,-17.3314,126.886
2014,04,16,-17.7788,124.022
2014,04,16,-17.7799,124.015
2014,04,16,-17.2675,127.143
2014,04,16,-17.3159,126.851
2014,04,16,-17.2958,126.656
2014,04,16,-17.2902,126.647
2014,04,16,-17.4423,125.693
2014,04,16,-17.4944,125.051
2014,04,16,-17.1199,127.334
2014,04,16,-17.4659,125.023
2014,04,16,-17.4593,125.022
2014,04,16,-17.4471,125.012
2014,04,16,-17.1434,126.885
2014,04,16,-17.3268,125.741
2014,04,16,-17.4404,125.011
2014,04,16,-17.4426,124.997
2014,04,16,-17.3248,125.71
2014,04,16,-17.3513,125.541
2014,04,16,-17.3169,125.716
2014,04,16,-17.3181,125.709
2014,04,16,-17.3192,125.702
2014,04,16,-17.3285,125.643
2014,04,16,-17.115,126.928
2014,04,16,-17.4215,125.001
2014,04,16,-17.4227,124.993
2014,04,16,-17.4048,125.065
2014,04,16,-17.2837,125.666
2014,04,16,-17.3309,125.366
2014,04,16,-17.3624,125.162
2014,04,16,-17.3636,125.155
2014,04,16,-17.3658,125.14
2014,04,16,-17.4005,124.915
2014,04,16,-17.3265,125.35
2014,04,16,-17.358,125.146
2014,04,16,-17.254,125.766
2014,04,16,-17.376,124.986
2014,04,16,-17.3883,124.906
2014,04,16,-17.6433,123.188
2014,04,16,-17.2473,125.765
2014,04,16,-17.2683,125.633
2014,04,16,-17.3481,125.122
2014,04,16,-17.3816,124.905
2014,04,16,-17.3827,124.897
2014,04,16,-17.2584,125.662
2014,04,16,-17.2837,125.5
2014,04,16,-17.3345,125.173
2014,04,16,-17.3424,125.122
2014,04,16,-17.3435,125.114
2014,04,16,-17.3803,124.875
2014,04,16,-17.3815,124.868
2014,04,16,-17.277,125.499
2014,04,16,-17.2781,125.492
2014,04,16,-17.302,125.339
2014,04,16,-17.3279,125.171
2014,04,16,-17.329,125.164
2014,04,16,-17.3368,125.113
2014,04,16,-17.3748,124.867
2014,04,16,-17.3759,124.859
2014,04,16,-17.2542,125.601
2014,04,16,-17.2554,125.593
2014,04,16,-17.3302,125.112
2014,04,16,-17.3313,125.105
2014,04,16,-17.3347,125.083
2014,04,16,-17.367,124.873
2014,04,16,-17.328,125.082
2014,04,16,-17.3291,125.075
2014,04,16,-17.3615,124.864
2014,04,16,-17.3626,124.857
2014,04,16,-16.9397,127.464
2014,04,16,-17.3135,125.132
2014,04,16,-17.3225,125.074
2014,04,16,-17.2273,125.641
2014,04,16,-17.3012,125.167
2014,04,16,-17.3023,125.16
2014,04,16,-17.3526,124.833
2014,04,16,-17.3537,124.826
2014,04,16,-17.3158,125.028
2014,04,16,-17.3459,124.832
2014,04,16,-17.347,124.825
2014,04,16,-16.9143,127.485
2014,04,16,-17.3002,125.085
2014,04,16,-17.3092,125.027
2014,04,16,-17.3404,124.824
2014,04,16,-16.9072,127.484
2014,04,16,-17.2936,125.084
2014,04,16,-17.2992,125.047
2014,04,16,-17.2781,125.051
2014,04,16,-17.2814,125.03
2014,04,16,-17.3004,124.906
2014,04,16,-17.3171,124.798
2014,04,16,-17.3182,124.79
2014,04,16,-17.2714,125.05
2014,04,16,-17.2937,124.905
